region,postcode,place,county,Gravemaskin - belter,Lastebiler,Hjullastere,Traktorer,Maskinhengere,Gravemaskin - hjul,Minimaskiner < 5tonn,Dumpere,Borevogner,Knuseverk,Trekkvogner,Kompressorer,Containerbiler,Bulldosere,Veghøvler,Andre,Maskiner Totalt,Registrering år,Næring,Antall ansatte,Omsetning EUR,Name
Region Sørøst,3140,Nøtterøy,Vestfold,3,2,1,0,1,0,2,1,0,0,0,1,0,0,0,9,20,"=""22.06.2010",Grunnarbeid (43120),7,1267100,Company 1169
Region Sørøst,3243,Kodal,Vestfold,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,"=""11.02.2013",Grunnarbeid (43120),2,234045,Company 1170
Region Sørøst,3124,Tønsberg,Vestfold,2,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,9,,,,,Company 1171
Region Midt,6443,Tornes i Romsdal,Møre og Romsdal,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,"=""03.05.2007",Tjenester tilknyttet planteproduksjon (01610),1,,Company 1172
Region Øst,2670,Otta,Oppland,11,8,2,3,2,2,2,3,1,0,1,0,0,0,0,1,36,"=""02.01.1997",Grunnarbeid (43120),30,3230616,Company 1173
Region Midt,7298,Budalen,Sør-Trøndelag,1,0,0,5,1,0,2,0,0,0,0,0,0,0,0,1,10,"=""23.02.2009",Riving av bygninger og andre konstruksjoner (43110),6,189940,Company 1174
Region Øst,1480,Slattum,Akershus,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,"=""14.01.1998",Grunnarbeid (43120),4,598075,Company 1175
Region Midt,7863,Overhalla,Nord-Trøndelag,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,"=""08.07.2014",Grunnarbeid (43120),16,4497271,Company 1176
Region Nord,9517,Alta,Finnmark,0,1,1,0,0,0,3,0,0,0,1,0,0,0,0,0,6,"=""05.03.2014",Grunnarbeid (43120),3,652524,Company 1177
Region Midt,7300,Orkanger,Sør-Trøndelag,0,2,0,0,2,0,3,0,0,0,0,3,0,0,0,2,12,"=""26.04.2000",Annen spesialisert bygge- og anleggsvirksomhet (43990),11,2787286,Company 1178
Region Sørvest,4737,Hornnes,Aust-Agder,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,,,,,Company 1179
Region Sørøst,3239,Sandefjord,Vestfold,1,4,0,1,2,0,0,0,0,0,0,0,0,0,0,2,10,"=""19.02.1995",Bygging av veier og motorveier (42110),5,1826333,Company 1180
Region Vest,5620,Tørvikbygd,Hordaland,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,,,,,Company 1181
Region Øst,1400,Ski,Akershus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 1182
Region Nord,8250,Rognan,Nordland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"=""03.01.2002",Beplantning av hager og parkanlegg (81300),11,1403651,Company 1183
Region Nord,9050,Storsteinnes,Troms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"=""26.11.2011","Utvinning fra grus- og sandtak, og utvinning av leire og kaolin (08120)",19,4830979,Company 1184
Region Midt,7550,Hommelvik,Sør-Trøndelag,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,6,,,,,Company 1185
Region Nord,8664,Mosjøen,Nordland,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,7,,,,,Company 1186
Region Øst,2390,Moelv,Hedmark,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,,,,,Company 1187
Region Vest,6854,Kaupanger,Sogn og Fjordane,4,2,2,0,0,1,0,2,1,0,1,0,0,0,0,0,13,"=""20.02.1995",Spedisjon (52291),1,137307,Company 1188
Region Nord,8276,Ulvsvåg,Nordland,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,"=""14.01.2014",Grunnarbeid (43120),1,316952,Company 1189
Seksjon Ressurs og miljø,2001,Lillestrøm,Akershus,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,7,"=""18.11.2013",Sortering og bearbeiding av avfall for materialgjenvinning (38320),15,4986192,Company 1190
Region Øst,1708,Sarpsborg,Østfold,1,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,9,"=""02.10.2006",Tjenester tilknyttet planteproduksjon (01610),7,,Company 1191
Region Sørvest,4618,Kristiansand S,Vest-Agder,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,"=""04.09.2004",Grunnarbeid (43120),,,Company 1192
Region Sørøst,3690,Hjartdal,Telemark,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,"=""09.07.2009",Tjenester tilknyttet planteproduksjon (01610),,,Company 1193
Region Øst,2323,Ingeberg,Hedmark,10,6,1,0,1,1,2,0,0,0,1,0,1,0,1,0,24,"=""09.09.2009",Grunnarbeid (43120),94,29426349,Company 1194
Seksjon Ressurs og miljø,3550,Gol,Buskerud,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"=""19.02.1995",Innsamling av ikke-farlig avfall (38110),11,1240707,Company 1195
Region Øst,1340,Skui,Akershus,6,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,12,"=""20.02.1995",Grunnarbeid (43120),8,1624315,Company 1196
Seksjon Ressurs og miljø,9409,Harstad,Troms,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,6,,,,,Company 1197
Region Sørøst,3302,Hokksund,Buskerud,2,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,"=""20.02.1995",Grunnarbeid (43120),22,2681178,Company 1198
Region Sørøst,3570,Ål,Buskerud,4,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,10,"=""12.04.2010",Annen spesialisert bygge- og anleggsvirksomhet (43990),3,602636,Company 1199
Region Sørøst,3579,Torpo,Buskerud,2,0,1,2,1,0,2,1,0,0,0,0,0,0,0,0,9,"=""09.06.2015",Grunnarbeid (43120),4,1317430,Company 1200
Region Sørøst,3540,Nesbyen,Buskerud,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,7,"=""10.03.2017",Tjenester tilknyttet skogbruk (02400),14,2715054,Company 1201
Region Nord,9811,Vadsø,Finnmark,3,2,3,1,2,0,0,0,0,1,1,0,0,1,0,0,14,"=""13.03.2003",Grunnarbeid (43120),22,1262371,Company 1202
Region Midt,6023,Ålesund,Møre og Romsdal,5,2,0,1,1,1,1,0,0,0,0,0,1,0,1,0,13,"=""11.06.2012",Grunnarbeid (43120),15,3725130,Company 1203
Region Øst,2420,Trysil,Hedmark,5,3,3,1,0,1,0,1,0,5,0,0,0,0,0,0,19,"=""16.10.2010","Utvinning fra grus- og sandtak, og utvinning av leire og kaolin (08120)",6,1312986,Company 1204
Region Nord,8517,Narvik,Nordland,17,10,5,0,3,1,2,5,2,6,3,0,1,1,1,0,57,"=""19.01.2002",Grunnarbeid (43120),48,7371216,Company 1205
Region Nord,9118,Brensholmen,Troms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 1206
Region Vest,5211,Os,Hordaland,3,3,1,1,1,2,2,0,1,1,0,0,3,0,0,0,18,"=""13.10.2015",Grunnarbeid (43120),10,1422675,Company 1207
Region Vest,6793,Innvik,Sogn og Fjordane,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"=""30.06.2015",Grunnarbeid (43120),14,942450,Company 1208
Region Øst,2341,Løten,Hedmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"=""03.12.2015",Bryting av stein til bygge- og anleggsvirksomhet (08111),2,2819452,Company 1209
Region Midt,6601,Sunndalsøra,Møre og Romsdal,5,2,3,0,1,0,1,0,0,0,0,0,0,0,0,0,12,"=""27.11.2014",Grunnarbeid (43120),17,2368138,Company 1210
Region Øst,2560,Alvdal,Hedmark,3,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,10,,,,,Company 1211
Region Midt,6150,Ørsta,Møre og Romsdal,2,1,0,1,1,0,3,0,0,0,0,0,0,0,0,2,10,"=""13.03.2012",Grunnarbeid (43120),2,342901,Company 1212
Region Øst,2365,Åsmarka,Hedmark,9,3,2,5,1,1,0,2,1,0,0,0,0,0,1,1,26,"=""18.04.2009",Grunnarbeid (43120),30,5013481,Company 1213
Region Øst,2213,Kongsvinger,Hedmark,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,5,"=""14.03.2013",Grunnarbeid (43120),8,1957956,Company 1214
Region Øst,1920,Sørumsand,Akershus,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,"=""08.01.2013",Grunnarbeid (43120),,,Company 1215
Seksjon Ressurs og miljø,2073,Bøn,Akershus,1,0,1,0,1,1,1,0,0,2,0,2,0,0,0,0,9,"=""29.07.2011","Produksjon av andre trevarer og varer av kork, strå og flettematerialer (16290)",7,1437280,Company 1216
Region Sørøst,3840,Seljord,Telemark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 1217
Region Vest,5565,Tysværvåg,Rogaland,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,5,"=""12.03.2012",Utleie og leasing av andre maskiner og annet utstyr og materiell ikke nevnt annet sted (77390),6,704325,Company 1218
Region Vest,5578,Nedre Vats,Rogaland,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,"=""08.08.2014",Grunnarbeid (43120),5,1028906,Company 1219
Region Vest,5583,Vikedal,Rogaland,7,5,3,1,1,1,1,2,0,1,1,0,2,0,0,1,26,"=""21.10.1997",Grunnarbeid (43120),21,1395121,Company 1220
Region Vest,5244,Fana,Hordaland,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,"=""15.12.2015",Grunnarbeid (43120),3,274379,Company 1221
Region Øst,1380,Heggedal,Akershus,3,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,7,,,,,Company 1222
Region Nord,9008,Tromsø,Troms,3,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,8,,,,,Company 1223
Region Nord,9020,Tromsdalen,Troms,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,,Company 1224
Region Sørøst,3624,Lyngdal i Numedal,Buskerud,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,"=""01.06.2017",Grunnarbeid (43120),11,1698701,Company 1225
Region Øst,2353,Stavsjø,Hedmark,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,7,"=""10.02.2007","Dyrking av korn (unntatt ris), belgvekster og oljeholdige vekster (01110)",,,Company 1226
Region Vest,5224,Nesttun,Hordaland,7,3,0,0,1,0,2,1,0,0,0,0,0,0,0,0,14,"=""07.12.2000",Grunnarbeid (43120),10,2163118,Company 1227
Region Sørøst,3628,Veggli,Buskerud,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"=""25.06.2011",Grunnarbeid (43120),15,3226659,Company 1228
Region Sørøst,3165,Tjøme,Vestfold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"=""21.09.2010",Grunnarbeid (43120),6,369446,Company 1229
Region Vest,5708,Voss,Hordaland,5,2,0,0,0,1,1,0,0,0,0,0,0,0,0,2,11,"=""19.06.2010",Grunnarbeid (43120),16,4202001,Company 1230
Region Sørøst,3140,Nøtterøy,Vestfold,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"=""08.03.2006",Tjenester tilknyttet planteproduksjon (01610),7,,Company 1231
Region Øst,2090,Hurdal,Akershus,3,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,9,"=""25.02.2009",Grunnarbeid (43120),10,1602669,Company 1232
Region Midt,7393,Rennebu,Sør-Trøndelag,2,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,7,"=""05.08.2013",Grunnarbeid (43120),2,385888,Company 1233
Region Midt,7075,Tiller,Sør-Trøndelag,3,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,7,,,,,Company 1234
Region Sørøst,3089,Holmestrand,Vestfold,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,7,"=""20.02.1995",Melkeproduksjon på storfe (01410),7,,Company 1235
Region Sørøst,3173,Vear,Vestfold,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4,"=""19.12.2007",Beplantning av hager og parkanlegg (81300),5,691180,Company 1236
Region Midt,7089,Heimdal,Sør-Trøndelag,2,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,9,"=""30.04.2014",Grunnarbeid (43120),7,1452301,Company 1237
Seksjon Ressurs og miljø,6200,Stranda,Møre og Romsdal,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,"=""02.09.2013",Riving av bygninger og andre konstruksjoner (43110),5,991937,Company 1238
Region Øst,2612,Sjusjøen,Hedmark,4,1,2,6,1,1,0,0,0,0,1,0,0,0,0,2,18,"=""16.10.2012",Grunnarbeid (43120),25,3303361,Company 1239
Region Midt,6450,Hjelset,Møre og Romsdal,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,"=""09.11.2006",Riving av bygninger og andre konstruksjoner (43110),,,Company 1240
Region Nord,8340,Stamsund,Nordland,3,0,3,2,1,0,1,0,0,0,1,0,1,0,0,2,14,"=""10.12.2011",Grunnarbeid (43120),,,Company 1241
Region Nord,9162,Sørstraumen,Troms,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"=""29.07.2014","Utvinning fra grus- og sandtak, og utvinning av leire og kaolin (08120)",15,856712,Company 1242
Region Vest,5427,Urangsvåg,Hordaland,4,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,9,"=""27.05.2010",Grunnarbeid (43120),12,2001765,Company 1243
Region Vest,5310,Hauglandshella,Hordaland,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,"=""19.12.2013",Grunnarbeid (43120),3,1349511,Company 1244
Seksjon Ressurs og miljø,2760,Brandbu,Oppland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,"=""26.06.2009",Tjenester tilknyttet skogbruk (02400),4,1490732,Company 1245
Region Midt,7100,Rissa,Sør-Trøndelag,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,5,"=""21.04.1997",Godstransport på vei (49410),5,692367,Company 1246
Region Vest,6891,Vik i Sogn,Sogn og Fjordane,5,1,3,1,1,1,1,1,0,3,1,0,0,0,0,0,18,"=""31.03.2009",Grunnarbeid (43120),9,850473,Company 1247
Region Vest,6854,Kaupanger,Sogn og Fjordane,8,3,3,1,2,0,1,0,1,3,5,0,0,2,1,0,30,"=""17.04.2012",Grunnarbeid (43120),18,3477238,Company 1248
Region Øst,2130,Knapper,Hedmark,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,7,"=""03.04.2012",Godstransport på vei (49410),3,358887,Company 1249
Seksjon Ressurs og miljø,2283,Åsnes Finnskog,Hedmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 1250
Region Sørøst,3070,Sande i Vestfold,Vestfold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"=""16.01.2007","Dyrking av grønnsaker, meloner, rot- og knollvekster (01130)",19,3230354,Company 1251
Region Nord,9516,Alta,Finnmark,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,"=""10.07.2006",Grunnarbeid (43120),7,771514,Company 1252
Region Øst,1676,Kråkerøy,Østfold,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,6,,,,,Company 1253
Region Sørvest,4120,Tau,Rogaland,8,0,5,0,0,1,2,13,3,0,0,4,1,0,0,0,37,"=""10.07.2013",Bygging av bruer og tunneler (42130),4,40921212,Company 1254
Region Nord,9517,Alta,Finnmark,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"=""08.04.2013",Utleie av arbeidskraft (78200),1,144462,Company 1255
Seksjon Ressurs og miljø,3070,Sande i Vestfold,Vestfold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,"=""15.10.2014",Avvirkning (02200),9,880333,Company 1256
Region Sørøst,3070,Sande i Vestfold,Vestfold,2,2,1,2,1,1,1,0,0,0,0,0,1,0,0,0,11,,,,,Company 1257
Region Sørøst,3148,Hvasser,Vestfold,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,7,"=""11.04.2017",Grunnarbeid (43120),2,297742,Company 1258
Region Øst,2836,Biri,Oppland,3,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,10,"=""03.11.2009",Dyrking av ettårige vekster ellers (01190),,,Company 1259
Region Øst,0253,Oslo,Oslo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 1260
Region Øst,1713,Grålum,Østfold,2,1,0,1,1,2,2,0,0,1,0,0,0,0,0,0,10,"=""17.09.2003",Utleie og leasing av andre maskiner og annet utstyr og materiell ikke nevnt annet sted (77390),8,647446,Company 1261
Region Sørøst,3535,Krøderen,Buskerud,4,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,9,"=""23.02.2012",Grunnarbeid (43120),8,707705,Company 1262
Region Øst,1570,Dilling,Østfold,1,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,6,"=""04.03.2014",Grunnarbeid (43120),,598356,Company 1263
Region Sørvest,0104,Oslo,Oslo,8,0,5,0,0,1,2,13,3,0,0,4,1,0,0,0,37,"=""10.10.2011",Grunnarbeid (43120),46,7315089,Company 1264
Region Sørøst,3475,Sætre,Buskerud,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,5,"=""27.11.2014",Grunnarbeid (43120),1,603091,Company 1265
Region Sørøst,3739,Skien,Telemark,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,6,"=""31.08.2009","Vedlikehold og reparasjon av motorvogner, unntatt motorsykler (45200)",1,114921,Company 1266
Seksjon Ressurs og miljø,1430,Ås,Akershus,3,1,1,2,1,0,0,0,0,1,0,0,0,1,0,0,10,,,,,Company 1267
Seksjon Ressurs og miljø,1599,Moss,Østfold,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,60,62,,,,,Company 1268
Region Vest,5778,Utne,Hordaland,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,"=""19.03.2013",Grunnarbeid (43120),2,453924,Company 1269
Region Vest,6723,Svelgen,Sogn og Fjordane,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,"=""25.10.2001",Grunnarbeid (43120),1,,Company 1270
Region Sørøst,3840,Seljord,Telemark,3,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,12,,,,,Company 1271
Region Nord,8140,Inndyr,Nordland,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,5,"=""31.03.2014",Grunnarbeid (43120),6,787122,Company 1272
Region Sørøst,3081,Holmestrand,Vestfold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"=""10.01.2013","Utvinning fra grus- og sandtak, og utvinning av leire og kaolin (08120)",19,3145248,Company 1273
Region Sørøst,3677,Notodden,Telemark,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,7,,,,,Company 1274
Region Sørøst,3275,Svarstad,Vestfold,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,"=""19.02.1995",Grunnarbeid (43120),7,425588,Company 1275
Region Øst,2850,Lena,Oppland,3,3,0,1,3,0,4,0,0,0,0,0,1,0,0,0,15,,,,,Company 1276
Region Øst,2364,Næroset,Hedmark,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,4,,,,,Company 1277
Region Sørvest,4460,Moi,Rogaland,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,6,"=""04.04.1997",Grunnarbeid (43120),,,Company 1278
Region Sørvest,4364,Sirevåg,Rogaland,3,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,7,,,,,Company 1279
Region Sørvest,4639,Kristiansand,Vest-Agder,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,5,"=""18.06.2013",Oppføring av bygninger (41200),3,617988,Company 1280
Region Nord,9414,Harstad,Troms,5,1,3,2,1,1,2,0,1,1,0,0,0,0,0,0,17,"=""26.06.2014",Grunnarbeid (43120),6,463731,Company 1281
Region Nord,9016,Tromsø,Troms,2,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,8,"=""29.04.2014",Grunnarbeid (43120),3,338171,Company 1282
Region Øst,1407,Vinterbro,Akershus,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,,,,,Company 1283
Region Sørøst,3070,Sande i Vestfold,Vestfold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"=""20.02.1995",Annet fjørfehold (01479),2,,Company 1284
Region Øst,2672,Sel,Oppland,4,4,2,0,1,2,1,2,0,0,1,1,1,0,0,1,20,"=""23.10.2012",Grunnarbeid (43120),,30853,Company 1285
Region Nord,9144,Samuelsberg,Troms,3,6,5,0,0,3,0,6,2,0,0,1,0,0,0,1,27,"=""05.11.2014",Bygging av bruer og tunneler (42130),33,32569833,Company 1286
Region Øst,2770,Jaren,Oppland,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,"=""21.01.2015",Grunnarbeid (43120),12,2062100,Company 1287
Region Øst,1392,Vettre,Akershus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"=""20.02.1995",Grunnarbeid (43120),8,1860971,Company 1288
Region Sørøst,3039,Drammen,Buskerud,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,6,"=""19.02.1995",Beplantning av hager og parkanlegg (81300),4,302674,Company 1289
Region Sørøst,3810,Gvarv,Telemark,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,"=""21.03.2014",Grunnarbeid (43120),3,389511,Company 1290
Region Sørøst,3619,Skollenborg,Buskerud,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,"=""30.10.2014",Grunnarbeid (43120),1,122185,Company 1291
Region Sørøst,3256,Larvik,Vestfold,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,"=""07.10.2013",Grunnarbeid (43120),9,2113527,Company 1292
Region Midt,7652,Verdal,Nord-Trøndelag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"=""29.09.2012",Grunnarbeid (43120),4,797642,Company 1293
Region Midt,7670,Inderøy,Nord-Trøndelag,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,"=""07.11.2014",Grunnarbeid (43120),18,4103047,Company 1294
Region Sørøst,3275,Svarstad,Vestfold,5,5,0,0,0,0,1,0,0,0,0,0,2,0,0,6,19,"=""12.03.1999",Annen spesialisert bygge- og anleggsvirksomhet (43990),20,6585399,Company 1295
Region Sørøst,3850,Kviteseid,Telemark,3,1,1,1,1,2,2,1,0,1,1,0,0,0,0,0,14,"=""12.12.2013",Annen spesialisert bygge- og anleggsvirksomhet (43990),11,940449,Company 1296
Region Øst,2686,Lom,Oppland,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,"=""08.08.2011",Grunnarbeid (43120),6,425438,Company 1297
Seksjon Ressurs og miljø,2283,Åsnes Finnskog,Hedmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,"=""04.04.2013",Tjenester tilknyttet skogbruk (02400),3,745761,Company 1298
Region Midt,6037,Eidsnes,Møre og Romsdal,4,2,0,0,1,0,1,0,1,0,0,1,0,0,0,2,12,"=""21.05.2005",Grunnarbeid (43120),2,136187,Company 1299
Region Midt,6613,Gjøra,Møre og Romsdal,2,3,1,3,1,1,0,0,0,1,0,0,0,0,0,0,12,"=""10.07.2013",Grunnarbeid (43120),13,1559949,Company 1300
Region Midt,7075,Tiller,Sør-Trøndelag,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,,,,,Company 1301
Region Midt,7318,Agdenes,Sør-Trøndelag,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,6,"=""24.07.2014",Grunnarbeid (43120),1,265188,Company 1302
Region Øst,2260,Kirkenær,Hedmark,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,9,"=""17.03.2011",Grunnarbeid (43120),12,1424534,Company 1303
Region Øst,2271,Flisa,Hedmark,6,3,1,1,3,2,2,0,0,0,0,1,1,0,0,0,20,,,,,Company 1304
Seksjon Ressurs og miljø,5868,Bergen,Hordaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,Company 1305
Region Sørøst,3570,Ål,Buskerud,3,3,1,6,1,2,0,1,0,0,0,0,0,0,0,0,17,"=""16.02.2010",Grunnarbeid (43120),21,2308107,Company 1306
Region Sørøst,3070,Sande i Vestfold,Vestfold,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,"=""05.04.2006",Grunnarbeid (43120),,,Company 1307
Region Sørvest,4638,Kristiansand S,Vest-Agder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 1308
Region Nord,8800,Sandnessjøen,Nordland,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,"=""15.05.2002",Grunnarbeid (43120),7,224041,Company 1309
Region Sørøst,3616,Kongsberg,Buskerud,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,6,13,"=""26.09.2012",Utleie og leasing av andre maskiner og annet utstyr og materiell ikke nevnt annet sted (77390),5,828477,Company 1310
Region Nord,8006,Bodø,Nordland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 1311
Region Midt,6220,Straumgjerde,Møre og Romsdal,3,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,8,"=""20.06.2012",Grunnarbeid (43120),9,791121,Company 1312
Region Vest,5776,Nå,Hordaland,2,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,7,"=""07.07.2015",Grunnarbeid (43120),6,1022842,Company 1313
Region Sørøst,3241,Sandefjord,Vestfold,5,3,1,3,0,2,1,1,0,0,0,0,0,0,0,0,16,"=""19.06.2015",Grunnarbeid (43120),32,8111604,Company 1314
Region Nord,9360,Bardu,Troms,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"=""29.06.2016",Grunnarbeid (43120),4,149466,Company 1315
Region Nord,9800,Vadsø,Finnmark,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,5,,,,,Company 1316
Region Sørøst,3370,Vikersund,Buskerud,3,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,8,"=""16.02.2006",Utleie av egen eller leid fast eiendom ellers (68209),6,1586661,Company 1317
Region Sørvest,4480,Kvinesdal,Vest-Agder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 1318
Region Sørvest,4760,Birkeland,Aust-Agder,1,0,2,1,2,0,1,0,0,1,0,0,0,0,0,0,8,"=""25.08.2004",Dyrking av ettårige vekster ellers (01190),15,894273,Company 1319
Seksjon Ressurs og miljø,3550,Gol,Buskerud,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,"=""06.01.2014",Avvirkning (02200),2,,Company 1320
Region Øst,2838,Snertingdal,Oppland,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,Company 1321
Region Øst,2360,Rudshøgda,Hedmark,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,7,"=""03.01.2002",Godstransport på vei (49410),24,3910233,Company 1322
Region Øst,2640,Vinstra,Oppland,3,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,9,"=""23.10.2012",Grunnarbeid (43120),3,373089,Company 1323
Region Øst,2166,Oppaker,Akershus,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,"=""14.05.2013",Grunnarbeid (43120),3,228398,Company 1324
